gender,education_level,home_ownership_status,loan_intent,previous_loan_defaults_on_file,loan_status,age_bin,income_binned,work_experience_binned,loan_income_ratio_bin,cr_hist_bin
female,Bachelor,MORTGAGE,MEDICAL,Yes,0,young_adults,middle,entry_level,low,2-5
female,High School,RENT,VENTURE,Yes,0,young_adults,upper-middle,entry_level,low,2-5
male,High School,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,upper-middle,established,low,5-10
female,Master,MORTGAGE,MEDICAL,Yes,0,young_adults,middle,entry_level,low,2-5
male,Associate,MORTGAGE,EDUCATION,No,0,prime_adults,middle,veteran,low,10+
female,Bachelor,MORTGAGE,VENTURE,Yes,0,young_adults,middle,mid_level,low,5-10
male,Associate,RENT,EDUCATION,No,0,young_adults,middle,entry_level,low,2-5
male,Associate,RENT,MEDICAL,Yes,0,young_adults,lower-middle,early_career,low,2-5
female,Associate,MORTGAGE,PERSONAL,Yes,0,young_adults,middle,mid_level,low,5-10
male,Master,RENT,DEBTCONSOLIDATION,No,0,young_adults,low,entry_level,low,2-5
female,High School,RENT,PERSONAL,No,0,young_adults,middle,entry_level,low,2-5
female,Bachelor,RENT,PERSONAL,Yes,0,young_adults,low,entry_level,low,2-5
female,High School,MORTGAGE,PERSONAL,Yes,0,young_adults,lower-middle,entry_level,low,2-5
female,Bachelor,RENT,VENTURE,No,0,young_adults,low,entry_level,low,2-5
female,Associate,RENT,EDUCATION,Yes,0,young_adults,lower-middle,early_career,low,5-10
female,Master,RENT,HOMEIMPROVEMENT,Yes,0,young_adults,low,mid_level,low,5-10
male,Associate,MORTGAGE,EDUCATION,Yes,0,young_adults,middle,mid_level,low,5-10
female,Bachelor,MORTGAGE,VENTURE,Yes,0,young_adults,middle,entry_level,low,2-5
male,High School,RENT,EDUCATION,Yes,0,young_adults,lower-middle,entry_level,low,2-5
male,High School,MORTGAGE,VENTURE,Yes,0,young_adults,lower-middle,mid_level,low,5-10
male,High School,RENT,DEBTCONSOLIDATION,No,0,young_adults,lower-middle,entry_level,low,5-10
male,Bachelor,MORTGAGE,PERSONAL,No,0,young_adults,upper-middle,mid_level,low,10+
male,Master,RENT,DEBTCONSOLIDATION,No,0,young_adults,lower-middle,early_career,low,5-10
female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,No,0,young_adults,high,mid_level,low,2-5
male,High School,MORTGAGE,EDUCATION,Yes,0,young_adults,high,early_career,low,2-5
male,Associate,MORTGAGE,EDUCATION,Yes,0,young_adults,middle,entry_level,low,2-5
male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,No,0,young_adults,middle,entry_level,low,2-5
female,Bachelor,RENT,MEDICAL,No,0,young_adults,middle,entry_level,low,2-5
female,High School,RENT,MEDICAL,Yes,0,young_adults,lower-middle,entry_level,low,2-5
female,Master,RENT,EDUCATION,Yes,0,young_adults,lower-middle,entry_level,low,2-5
male,Associate,MORTGAGE,EDUCATION,Yes,0,young_adults,upper-middle,entry_level,low,2-5
male,Master,RENT,PERSONAL,No,0,young_adults,low,mid_level,low,5-10
male,Bachelor,RENT,MEDICAL,No,0,young_adults,low,entry_level,low,2-5
male,Bachelor,MORTGAGE,PERSONAL,Yes,0,young_adults,upper-middle,early_career,low,5-10
female,Associate,RENT,PERSONAL,Yes,0,young_adults,middle,entry_level,low,5-10
male,Master,MORTGAGE,MEDICAL,Yes,0,young_adults,middle,early_career,low,5-10
male,High School,MORTGAGE,VENTURE,Yes,0,young_adults,middle,entry_level,low,2-5
female,Associate,RENT,VENTURE,Yes,0,young_adults,lower-middle,entry_level,low,2-5
female,High School,MORTGAGE,EDUCATION,Yes,0,young_adults,high,mid_level,low,5-10
male,Associate,RENT,MEDICAL,Yes,0,young_adults,lower-middle,entry_level,low,2-5
male,Bachelor,OWN,EDUCATION,Yes,0,young_adults,low,early_career,medium,2-5
female,Bachelor,RENT,MEDICAL,Yes,0,young_adults,low,entry_level,low,2-5
female,Bachelor,RENT,VENTURE,Yes,0,young_adults,lower-middle,early_career,low,2-5
female,Associate,RENT,HOMEIMPROVEMENT,Yes,0,young_adults,middle,entry_level,low,2-5
female,Associate,MORTGAGE,PERSONAL,Yes,0,young_adults,high,mid_level,low,10+
female,Bachelor,RENT,MEDICAL,Yes,0,young_adults,lower-middle,entry_level,low,2-5
male,High School,RENT,PERSONAL,No,0,prime_adults,middle,established,low,10+
male,Associate,MORTGAGE,DEBTCONSOLIDATION,No,0,young_adults,middle,early_career,low,2-5
male,Associate,RENT,EDUCATION,Yes,0,young_adults,middle,entry_level,low,2-5
female,High School,RENT,EDUCATION,Yes,0,young_adults,middle,entry_level,low,2-5
female,High School,RENT,VENTURE,Yes,0,prime_adults,middle,established,low,10+
female,Bachelor,RENT,DEBTCONSOLIDATION,No,0,young_adults,lower-middle,early_career,low,2-5
female,Associate,MORTGAGE,EDUCATION,Yes,0,young_adults,upper-middle,entry_level,low,2-5
female,Master,OWN,VENTURE,Yes,0,young_adults,low,entry_level,low,2-5
male,High School,RENT,PERSONAL,No,0,young_adults,low,entry_level,low,5-10
female,High School,MORTGAGE,EDUCATION,No,0,prime_adults,middle,established,low,10+
female,High School,MORTGAGE,VENTURE,No,0,young_adults,middle,entry_level,low,2-5
male,Associate,MORTGAGE,HOMEIMPROVEMENT,No,0,young_adults,high,mid_level,low,5-10
male,Associate,RENT,EDUCATION,No,0,prime_adults,middle,established,low,10+
male,High School,RENT,MEDICAL,Yes,0,young_adults,middle,early_career,low,2-5
female,Master,RENT,VENTURE,Yes,0,young_adults,low,early_career,low,5-10
female,High School,MORTGAGE,EDUCATION,Yes,0,young_adults,middle,early_career,low,2-5
male,Bachelor,MORTGAGE,EDUCATION,Yes,0,prime_adults,high,mid_level,low,10+
male,Associate,MORTGAGE,DEBTCONSOLIDATION,No,0,young_adults,lower-middle,entry_level,low,2-5
female,Master,MORTGAGE,DEBTCONSOLIDATION,Yes,0,prime_adults,upper-middle,established,low,10+
male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,Yes,0,young_adults,upper-middle,mid_level,low,2-5
male,Associate,RENT,MEDICAL,No,0,young_adults,lower-middle,entry_level,low,2-5
female,High School,RENT,VENTURE,No,0,young_adults,middle,entry_level,low,2-5
female,Associate,MORTGAGE,DEBTCONSOLIDATION,No,0,young_adults,middle,entry_level,low,2-5
male,Associate,RENT,VENTURE,No,0,young_adults,lower-middle,early_career,low,5-10
male,Bachelor,MORTGAGE,VENTURE,Yes,0,young_adults,middle,early_career,low,5-10
female,High School,MORTGAGE,EDUCATION,Yes,0,young_adults,middle,entry_level,low,2-5
female,High School,MORTGAGE,VENTURE,No,0,young_adults,middle,entry_level,medium,2-5
male,High School,RENT,EDUCATION,Yes,0,young_adults,lower-middle,established,low,10+
male,Associate,MORTGAGE,VENTURE,No,0,young_adults,low,early_career,low,2-5
male,Associate,OWN,EDUCATION,No,0,young_adults,low,early_career,medium,2-5
female,High School,RENT,DEBTCONSOLIDATION,Yes,0,prime_adults,middle,established,low,10+
female,Bachelor,MORTGAGE,VENTURE,Yes,0,young_adults,middle,entry_level,low,2-5
female,Bachelor,RENT,HOMEIMPROVEMENT,No,0,young_adults,middle,entry_level,low,2-5
male,Bachelor,RENT,DEBTCONSOLIDATION,No,0,young_adults,middle,entry_level,low,5-10
male,Master,RENT,HOMEIMPROVEMENT,Yes,0,young_adults,middle,early_career,low,5-10
female,Master,RENT,EDUCATION,Yes,0,young_adults,middle,mid_level,low,2-5
female,Bachelor,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,middle,entry_level,low,2-5
male,High School,RENT,VENTURE,Yes,0,young_adults,middle,entry_level,low,2-5
female,Bachelor,RENT,PERSONAL,Yes,0,young_adults,lower-middle,early_career,low,2-5
male,High School,RENT,HOMEIMPROVEMENT,No,0,young_adults,middle,mid_level,low,5-10
male,Associate,RENT,HOMEIMPROVEMENT,No,0,young_adults,low,entry_level,low,2-5
male,Bachelor,MORTGAGE,EDUCATION,No,0,young_adults,middle,early_career,low,2-5
male,High School,RENT,PERSONAL,Yes,0,young_adults,low,early_career,low,2-5
female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,middle,entry_level,low,2-5
female,Associate,MORTGAGE,MEDICAL,Yes,0,young_adults,middle,mid_level,low,5-10
male,Bachelor,RENT,MEDICAL,Yes,0,young_adults,middle,entry_level,low,2-5
male,Master,MORTGAGE,EDUCATION,Yes,0,young_adults,upper-middle,entry_level,low,2-5
male,Associate,MORTGAGE,VENTURE,No,0,young_adults,middle,entry_level,low,2-5
female,Associate,MORTGAGE,VENTURE,No,0,young_adults,upper-middle,entry_level,low,2-5
female,Associate,RENT,VENTURE,Yes,0,young_adults,lower-middle,early_career,low,5-10
male,Bachelor,MORTGAGE,PERSONAL,No,0,young_adults,upper-middle,mid_level,low,5-10
male,Associate,RENT,DEBTCONSOLIDATION,Yes,0,prime_adults,lower-middle,established,low,5-10
female,Doctorate,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,high,mid_level,low,5-10
female,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,upper-middle,entry_level,low,2-5
female,High School,RENT,VENTURE,Yes,0,young_adults,lower-middle,entry_level,low,2-5
male,Bachelor,RENT,EDUCATION,Yes,0,young_adults,low,entry_level,low,2-5
male,Associate,RENT,MEDICAL,Yes,0,young_adults,middle,entry_level,low,2-5
male,Bachelor,RENT,EDUCATION,Yes,0,young_adults,middle,entry_level,low,2-5
female,Master,RENT,MEDICAL,No,0,prime_adults,lower-middle,established,low,10+
female,Associate,RENT,EDUCATION,No,0,young_adults,high,entry_level,low,2-5
male,Associate,RENT,EDUCATION,Yes,0,young_adults,lower-middle,entry_level,low,5-10
male,Associate,RENT,EDUCATION,Yes,0,young_adults,lower-middle,early_career,low,5-10
male,Associate,RENT,EDUCATION,Yes,0,young_adults,middle,entry_level,low,2-5
male,Associate,MORTGAGE,VENTURE,Yes,0,young_adults,middle,mid_level,low,5-10
male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,upper-middle,entry_level,low,5-10
male,Master,MORTGAGE,HOMEIMPROVEMENT,No,0,young_adults,middle,early_career,low,5-10
male,High School,MORTGAGE,EDUCATION,No,0,young_adults,middle,entry_level,low,2-5
female,Associate,RENT,MEDICAL,No,0,prime_adults,low,established,low,5-10
male,High School,MORTGAGE,HOMEIMPROVEMENT,Yes,0,prime_adults,middle,established,low,10+
male,Master,RENT,VENTURE,No,0,young_adults,middle,mid_level,low,5-10
female,Bachelor,RENT,MEDICAL,Yes,0,young_adults,middle,entry_level,low,2-5
female,Associate,MORTGAGE,VENTURE,No,0,young_adults,middle,mid_level,low,5-10
male,Associate,RENT,PERSONAL,No,0,young_adults,middle,entry_level,low,5-10
female,High School,MORTGAGE,EDUCATION,Yes,0,prime_adults,lower-middle,established,low,10+
female,Associate,MORTGAGE,PERSONAL,Yes,0,young_adults,upper-middle,early_career,low,2-5
male,Associate,RENT,MEDICAL,Yes,0,young_adults,middle,entry_level,low,2-5
female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,Yes,0,prime_adults,high,mid_level,low,10+
female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,No,0,young_adults,upper-middle,entry_level,low,2-5
female,High School,RENT,MEDICAL,Yes,0,young_adults,middle,mid_level,low,5-10
female,Bachelor,RENT,MEDICAL,Yes,0,young_adults,lower-middle,early_career,low,5-10
female,Doctorate,MORTGAGE,VENTURE,No,0,middle_aged,lower-middle,veteran,low,10+
female,Associate,MORTGAGE,HOMEIMPROVEMENT,Yes,0,young_adults,middle,entry_level,low,2-5
male,High School,RENT,MEDICAL,Yes,0,young_adults,middle,entry_level,low,2-5
male,Bachelor,RENT,MEDICAL,No,0,young_adults,low,mid_level,low,5-10
female,High School,RENT,HOMEIMPROVEMENT,Yes,0,young_adults,upper-middle,early_career,low,5-10
male,Bachelor,MORTGAGE,EDUCATION,No,0,young_adults,middle,mid_level,low,5-10
male,High School,MORTGAGE,PERSONAL,Yes,0,young_adults,low,early_career,low,5-10
male,Associate,MORTGAGE,HOMEIMPROVEMENT,No,0,young_adults,middle,entry_level,low,2-5
male,High School,MORTGAGE,VENTURE,No,0,young_adults,middle,early_career,low,2-5
female,Associate,MORTGAGE,EDUCATION,Yes,0,young_adults,upper-middle,mid_level,low,5-10
male,Associate,MORTGAGE,PERSONAL,No,0,young_adults,upper-middle,entry_level,low,5-10
male,High School,MORTGAGE,EDUCATION,No,0,young_adults,middle,entry_level,low,5-10
male,Doctorate,RENT,HOMEIMPROVEMENT,Yes,0,middle_aged,middle,veteran,low,10+
male,Master,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,lower-middle,entry_level,low,2-5
male,High School,MORTGAGE,MEDICAL,Yes,0,young_adults,middle,entry_level,low,2-5
male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,Yes,0,young_adults,lower-middle,established,low,5-10
male,Bachelor,RENT,PERSONAL,No,0,young_adults,lower-middle,entry_level,low,2-5
female,Associate,RENT,EDUCATION,Yes,0,young_adults,lower-middle,early_career,low,2-5
male,Master,RENT,EDUCATION,No,0,young_adults,middle,entry_level,low,2-5
male,Bachelor,MORTGAGE,VENTURE,No,0,young_adults,upper-middle,early_career,low,5-10
female,Bachelor,RENT,EDUCATION,Yes,0,young_adults,middle,entry_level,low,2-5
female,High School,RENT,VENTURE,Yes,0,young_adults,low,mid_level,low,5-10
female,High School,RENT,PERSONAL,Yes,0,young_adults,low,entry_level,low,2-5
female,Associate,RENT,EDUCATION,Yes,0,young_adults,lower-middle,early_career,low,2-5
male,Master,RENT,MEDICAL,Yes,0,young_adults,low,entry_level,low,2-5
female,High School,MORTGAGE,PERSONAL,No,0,young_adults,middle,entry_level,low,2-5
female,Associate,OWN,VENTURE,No,0,young_adults,low,entry_level,low,2-5
male,Bachelor,MORTGAGE,MEDICAL,Yes,0,young_adults,middle,mid_level,low,5-10
female,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0,prime_adults,low,established,low,10+
male,Bachelor,MORTGAGE,MEDICAL,No,0,young_adults,high,mid_level,low,5-10
male,High School,OTHER,PERSONAL,Yes,0,young_adults,middle,entry_level,low,2-5
female,Master,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,lower-middle,mid_level,low,5-10
male,Master,RENT,HOMEIMPROVEMENT,No,0,young_adults,middle,mid_level,low,5-10
male,High School,MORTGAGE,HOMEIMPROVEMENT,Yes,0,young_adults,middle,early_career,low,5-10
male,High School,RENT,MEDICAL,Yes,0,young_adults,lower-middle,entry_level,low,2-5
male,Bachelor,MORTGAGE,EDUCATION,No,0,young_adults,high,mid_level,low,5-10
male,Associate,RENT,VENTURE,No,0,young_adults,lower-middle,mid_level,low,5-10
male,Bachelor,MORTGAGE,PERSONAL,No,0,young_adults,lower-middle,entry_level,low,5-10
female,High School,RENT,EDUCATION,Yes,0,young_adults,lower-middle,entry_level,low,2-5
female,Associate,MORTGAGE,EDUCATION,No,0,prime_adults,middle,established,low,10+
male,Master,RENT,EDUCATION,Yes,0,young_adults,lower-middle,early_career,low,5-10
female,Master,RENT,MEDICAL,Yes,0,young_adults,middle,early_career,low,2-5
female,Bachelor,MORTGAGE,EDUCATION,No,0,young_adults,upper-middle,entry_level,low,2-5
female,Master,MORTGAGE,EDUCATION,Yes,0,young_adults,middle,mid_level,medium,5-10
male,Bachelor,MORTGAGE,VENTURE,Yes,0,young_adults,lower-middle,early_career,low,5-10
male,Associate,RENT,HOMEIMPROVEMENT,Yes,0,young_adults,middle,early_career,low,5-10
female,Associate,MORTGAGE,VENTURE,Yes,0,young_adults,upper-middle,mid_level,low,5-10
male,High School,MORTGAGE,EDUCATION,Yes,0,young_adults,middle,entry_level,low,2-5
female,High School,RENT,DEBTCONSOLIDATION,No,0,young_adults,middle,early_career,low,2-5
female,Master,RENT,MEDICAL,Yes,0,young_adults,lower-middle,mid_level,low,2-5
male,Bachelor,RENT,PERSONAL,Yes,0,young_adults,lower-middle,early_career,low,2-5
female,Associate,RENT,EDUCATION,No,0,young_adults,low,mid_level,low,5-10
female,Bachelor,RENT,EDUCATION,No,0,young_adults,lower-middle,early_career,low,5-10
female,High School,MORTGAGE,HOMEIMPROVEMENT,Yes,0,young_adults,lower-middle,entry_level,low,2-5
female,Bachelor,RENT,MEDICAL,Yes,0,young_adults,middle,early_career,low,5-10
female,Associate,RENT,EDUCATION,Yes,0,young_adults,low,entry_level,low,2-5
male,Associate,MORTGAGE,PERSONAL,No,0,young_adults,high,early_career,low,5-10
male,Bachelor,RENT,EDUCATION,Yes,0,young_adults,middle,mid_level,low,5-10
female,Associate,RENT,EDUCATION,Yes,0,young_adults,lower-middle,entry_level,low,5-10
male,Master,RENT,PERSONAL,Yes,0,young_adults,lower-middle,early_career,low,2-5
female,High School,RENT,MEDICAL,Yes,0,young_adults,middle,early_career,low,5-10
male,Bachelor,RENT,VENTURE,Yes,0,young_adults,middle,mid_level,low,5-10
male,High School,RENT,VENTURE,Yes,0,young_adults,lower-middle,early_career,low,2-5
female,High School,MORTGAGE,VENTURE,Yes,0,young_adults,low,entry_level,low,2-5
female,Bachelor,MORTGAGE,EDUCATION,No,0,young_adults,upper-middle,early_career,low,2-5
female,Associate,RENT,MEDICAL,No,0,young_adults,middle,entry_level,low,2-5
male,Master,MORTGAGE,MEDICAL,Yes,0,young_adults,lower-middle,entry_level,medium,2-5
male,Bachelor,MORTGAGE,MEDICAL,Yes,0,young_adults,upper-middle,entry_level,low,2-5
female,High School,RENT,PERSONAL,Yes,0,young_adults,middle,mid_level,low,5-10
male,Bachelor,RENT,PERSONAL,Yes,0,young_adults,middle,entry_level,low,2-5
male,High School,RENT,VENTURE,Yes,0,young_adults,lower-middle,mid_level,low,5-10
female,Associate,RENT,DEBTCONSOLIDATION,No,0,prime_adults,upper-middle,established,low,10+
male,High School,RENT,EDUCATION,Yes,0,young_adults,middle,early_career,low,5-10
female,Bachelor,MORTGAGE,MEDICAL,Yes,0,young_adults,middle,mid_level,low,5-10
female,Bachelor,RENT,EDUCATION,No,0,young_adults,lower-middle,entry_level,low,2-5
male,Associate,RENT,VENTURE,Yes,0,young_adults,low,early_career,low,2-5
male,Associate,MORTGAGE,VENTURE,Yes,0,young_adults,upper-middle,early_career,low,2-5
female,High School,RENT,EDUCATION,No,0,young_adults,lower-middle,entry_level,low,2-5
male,Bachelor,RENT,PERSONAL,No,0,young_adults,upper-middle,entry_level,low,2-5
male,High School,MORTGAGE,EDUCATION,No,0,young_adults,middle,mid_level,low,5-10
female,Associate,MORTGAGE,EDUCATION,Yes,0,prime_adults,middle,mid_level,low,10+
female,Bachelor,MORTGAGE,VENTURE,Yes,0,young_adults,high,entry_level,low,2-5
male,Bachelor,MORTGAGE,PERSONAL,Yes,0,young_adults,lower-middle,mid_level,medium,5-10
female,Associate,MORTGAGE,HOMEIMPROVEMENT,Yes,0,young_adults,high,early_career,low,5-10
male,Associate,MORTGAGE,DEBTCONSOLIDATION,No,0,young_adults,upper-middle,early_career,low,5-10
female,Master,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,middle,entry_level,low,2-5
female,Bachelor,RENT,VENTURE,Yes,0,young_adults,lower-middle,entry_level,low,2-5
female,Bachelor,MORTGAGE,MEDICAL,Yes,0,young_adults,middle,entry_level,low,5-10
male,Associate,MORTGAGE,VENTURE,Yes,0,young_adults,middle,entry_level,low,2-5
male,Associate,MORTGAGE,VENTURE,Yes,0,young_adults,middle,entry_level,medium,2-5
female,High School,MORTGAGE,DEBTCONSOLIDATION,Yes,0,prime_adults,upper-middle,mid_level,low,10+
female,Associate,RENT,EDUCATION,Yes,0,young_adults,lower-middle,entry_level,low,2-5
male,Bachelor,MORTGAGE,PERSONAL,No,0,young_adults,upper-middle,mid_level,low,5-10
female,High School,RENT,MEDICAL,No,0,young_adults,low,entry_level,low,2-5
male,High School,MORTGAGE,VENTURE,Yes,0,young_adults,lower-middle,entry_level,low,2-5
male,High School,MORTGAGE,PERSONAL,Yes,0,prime_adults,lower-middle,established,low,10+
male,Bachelor,RENT,VENTURE,Yes,0,young_adults,low,entry_level,low,2-5
male,Bachelor,RENT,PERSONAL,No,0,young_adults,low,entry_level,low,2-5
male,High School,MORTGAGE,EDUCATION,Yes,0,young_adults,middle,entry_level,low,2-5
male,Bachelor,RENT,VENTURE,Yes,0,young_adults,lower-middle,early_career,low,5-10
female,Bachelor,MORTGAGE,MEDICAL,Yes,0,young_adults,middle,entry_level,low,2-5
female,Associate,MORTGAGE,HOMEIMPROVEMENT,Yes,0,young_adults,upper-middle,entry_level,low,2-5
male,Associate,RENT,HOMEIMPROVEMENT,No,0,young_adults,middle,entry_level,low,5-10
female,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,middle,entry_level,low,2-5
male,Master,MORTGAGE,EDUCATION,Yes,0,young_adults,middle,early_career,low,5-10
female,Associate,RENT,VENTURE,Yes,0,prime_adults,middle,veteran,low,5-10
male,Bachelor,MORTGAGE,MEDICAL,No,0,young_adults,upper-middle,mid_level,low,5-10
female,High School,MORTGAGE,PERSONAL,No,0,young_adults,middle,established,low,5-10
male,Associate,MORTGAGE,PERSONAL,Yes,0,young_adults,upper-middle,mid_level,low,5-10
male,Bachelor,RENT,PERSONAL,Yes,0,young_adults,middle,entry_level,low,2-5
female,Master,MORTGAGE,EDUCATION,No,0,young_adults,middle,early_career,low,2-5
female,Bachelor,MORTGAGE,VENTURE,Yes,0,young_adults,middle,entry_level,low,2-5
male,Associate,MORTGAGE,MEDICAL,No,0,young_adults,middle,early_career,low,5-10
male,Associate,RENT,HOMEIMPROVEMENT,No,0,young_adults,middle,early_career,low,5-10
male,High School,MORTGAGE,VENTURE,Yes,0,young_adults,low,mid_level,low,2-5
male,Associate,MORTGAGE,VENTURE,Yes,0,young_adults,middle,entry_level,low,2-5
male,Master,MORTGAGE,EDUCATION,No,0,young_adults,middle,entry_level,low,2-5
female,Bachelor,RENT,MEDICAL,Yes,0,young_adults,low,entry_level,low,2-5
male,High School,MORTGAGE,HOMEIMPROVEMENT,Yes,0,young_adults,upper-middle,entry_level,low,2-5
female,Associate,RENT,PERSONAL,Yes,0,young_adults,upper-middle,entry_level,low,2-5
female,Bachelor,RENT,VENTURE,No,0,young_adults,middle,mid_level,low,5-10
female,Master,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,low,entry_level,low,2-5
female,Bachelor,MORTGAGE,EDUCATION,No,0,young_adults,upper-middle,entry_level,low,2-5
female,Associate,RENT,EDUCATION,Yes,0,prime_adults,middle,established,low,10+
female,Bachelor,MORTGAGE,EDUCATION,Yes,0,young_adults,middle,entry_level,low,2-5
female,High School,RENT,MEDICAL,Yes,0,young_adults,low,early_career,low,2-5
female,Bachelor,MORTGAGE,VENTURE,Yes,0,young_adults,upper-middle,early_career,low,5-10
male,Master,RENT,MEDICAL,Yes,0,young_adults,low,entry_level,low,2-5
female,Bachelor,RENT,EDUCATION,Yes,0,young_adults,lower-middle,early_career,low,5-10
male,Associate,RENT,EDUCATION,No,0,young_adults,low,mid_level,low,5-10
female,Master,MORTGAGE,PERSONAL,No,0,young_adults,high,mid_level,low,5-10
male,Master,MORTGAGE,VENTURE,Yes,0,young_adults,lower-middle,entry_level,low,2-5
male,High School,RENT,MEDICAL,Yes,0,young_adults,low,mid_level,low,5-10
male,Associate,RENT,HOMEIMPROVEMENT,No,0,young_adults,middle,entry_level,low,2-5
female,Bachelor,OWN,PERSONAL,Yes,0,young_adults,low,entry_level,low,2-5
male,High School,MORTGAGE,MEDICAL,Yes,0,young_adults,middle,early_career,low,5-10
male,High School,MORTGAGE,PERSONAL,No,0,young_adults,middle,entry_level,low,2-5
female,Associate,RENT,PERSONAL,No,0,young_adults,middle,entry_level,low,2-5
male,Associate,MORTGAGE,DEBTCONSOLIDATION,No,0,prime_adults,middle,established,medium,10+
male,Bachelor,RENT,DEBTCONSOLIDATION,No,0,young_adults,middle,established,low,5-10
male,Master,MORTGAGE,VENTURE,Yes,0,young_adults,middle,early_career,low,5-10
female,Master,RENT,PERSONAL,Yes,0,young_adults,lower-middle,entry_level,low,2-5
female,Bachelor,MORTGAGE,PERSONAL,No,0,young_adults,low,early_career,low,5-10
female,High School,RENT,EDUCATION,Yes,0,young_adults,middle,mid_level,low,5-10
male,High School,MORTGAGE,MEDICAL,Yes,0,young_adults,lower-middle,entry_level,low,2-5
female,Master,MORTGAGE,EDUCATION,No,0,young_adults,lower-middle,entry_level,low,2-5
male,Associate,RENT,PERSONAL,No,0,young_adults,middle,early_career,low,5-10
female,Bachelor,MORTGAGE,PERSONAL,Yes,0,young_adults,high,early_career,low,5-10
male,High School,MORTGAGE,HOMEIMPROVEMENT,Yes,0,young_adults,middle,early_career,low,5-10
female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,Yes,0,young_adults,upper-middle,early_career,low,5-10
male,Master,OWN,MEDICAL,Yes,0,young_adults,lower-middle,entry_level,low,2-5
male,Associate,RENT,HOMEIMPROVEMENT,No,0,prime_adults,middle,mid_level,low,10+
female,Associate,MORTGAGE,PERSONAL,Yes,0,young_adults,upper-middle,entry_level,low,2-5
female,Master,RENT,EDUCATION,No,0,young_adults,lower-middle,entry_level,low,2-5
female,Associate,RENT,MEDICAL,Yes,0,young_adults,middle,entry_level,low,2-5
male,Associate,RENT,MEDICAL,No,0,middle_aged,lower-middle,established,low,10+
female,High School,RENT,VENTURE,Yes,0,young_adults,low,entry_level,low,2-5
female,Bachelor,RENT,VENTURE,No,0,young_adults,lower-middle,entry_level,low,5-10
male,Master,MORTGAGE,VENTURE,No,0,young_adults,lower-middle,mid_level,low,5-10
male,Bachelor,RENT,PERSONAL,Yes,0,young_adults,lower-middle,early_career,low,5-10
female,Associate,RENT,MEDICAL,Yes,0,young_adults,lower-middle,early_career,low,5-10
male,Doctorate,MORTGAGE,HOMEIMPROVEMENT,Yes,0,young_adults,middle,early_career,low,5-10
male,Associate,MORTGAGE,VENTURE,Yes,0,young_adults,middle,early_career,low,2-5
male,Associate,RENT,EDUCATION,No,0,prime_adults,lower-middle,established,low,10+
male,Bachelor,MORTGAGE,MEDICAL,Yes,0,young_adults,upper-middle,entry_level,low,2-5
female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,No,0,young_adults,middle,mid_level,low,5-10
male,High School,RENT,VENTURE,Yes,0,middle_aged,lower-middle,veteran,low,10+
male,High School,MORTGAGE,MEDICAL,Yes,0,young_adults,middle,entry_level,low,2-5
female,High School,RENT,EDUCATION,Yes,0,young_adults,high,early_career,low,5-10
male,High School,RENT,MEDICAL,Yes,0,young_adults,low,entry_level,low,2-5
female,High School,RENT,EDUCATION,No,0,young_adults,low,early_career,low,2-5
male,Master,RENT,MEDICAL,Yes,0,young_adults,lower-middle,mid_level,low,5-10
male,Master,MORTGAGE,PERSONAL,No,0,young_adults,upper-middle,early_career,low,2-5
male,Master,MORTGAGE,VENTURE,Yes,0,prime_adults,middle,established,low,10+
female,Associate,RENT,VENTURE,Yes,0,young_adults,lower-middle,mid_level,low,5-10
male,High School,MORTGAGE,VENTURE,No,0,young_adults,lower-middle,mid_level,medium,5-10
female,Master,RENT,PERSONAL,No,0,young_adults,lower-middle,mid_level,low,5-10
male,Associate,RENT,EDUCATION,Yes,0,young_adults,low,entry_level,low,2-5
male,Bachelor,MORTGAGE,PERSONAL,Yes,0,young_adults,upper-middle,entry_level,low,2-5
male,Bachelor,RENT,VENTURE,Yes,0,young_adults,lower-middle,entry_level,low,2-5
male,High School,RENT,VENTURE,Yes,0,young_adults,middle,entry_level,low,5-10
male,Associate,MORTGAGE,PERSONAL,Yes,0,young_adults,middle,entry_level,low,2-5
